InvoiceNo,Description,Quantity,UnitPrice,CustomerID,InvoiceDate,Country
537217,OFFICE CHAIR,2,149.95,14010,2010-12-18 17:02:23,Switzerland
537218,T,3,E,13047,2010-12-14 17:03:28,United Kingdom
537218,C,2,O,13047,2010-12-14 17:03:28,United Kingdom
537218,S,5,U,13047,2010-12-14 17:03:28,United Kingdom
537218,C,3,O,13047,2010-12-14 17:03:28,United Kingdom
537219,SET OF 3 COLOURED FLYING DUCKS,5,5.95,14006,2010-12-02 02:25:26,Portugal
537220,C,6,H,14000,2010-12-24 20:05:11,France
537220,C,8,H,14000,2010-12-24 20:05:11,France
537220,C,6,H,14000,2010-12-24 20:05:11,France
537220,C,8,H,14000,2010-12-24 20:05:11,France
537221,LUNCH BAG SPACEBOY,2,4.95,13047,2010-12-04 17:11:46,United Kingdom
537222,C,2,H,14008,2010-12-12 23:05:56,United Kingdom
537222,C,10,H,14008,2010-12-12 23:05:56,United Kingdom
537222,C,2,H,14008,2010-12-12 23:05:56,United Kingdom
537222,C,3,H,14008,2010-12-12 23:05:56,United Kingdom
537223,V,5,A,14012,2010-12-07 18:18:16,Poland
537223,L,6,A,14012,2010-12-07 18:18:16,Poland
537223,I,2,R,14012,2010-12-07 18:18:16,Poland
537223,I,10,R,14012,2010-12-07 18:18:16,Poland
537224,COLOURING PENCILS BROWN TUBE,5,1.25,14004,2010-12-06 00:36:13,Netherlands
537224,WOODEN FRAME BLACK,3,5.95,14004,2010-12-06 00:36:13,Netherlands
537224,TAPE DISPENSER,4,4.95,14004,2010-12-06 00:36:13,Netherlands
537225,SALT AND PEPPER SET,3,3.95,14002,2010-12-07 23:16:02,Spain
537225,COFFEE MUG ORANGE DESIGN,4,2.35,14002,2010-12-07 23:16:02,Spain
537226,LUNCH BAG WOODLAND,3,4.95,14008,2010-12-19 16:20:44,United Kingdom
537227,W,4,H,14003,2010-12-21 17:11:58,Italy
537227,G,3,L,14003,2010-12-21 17:11:58,Italy
537227,C,5,A,14003,2010-12-21 17:11:58,Italy
537227,T,6,E,14003,2010-12-21 17:11:58,Italy
537228,PACK OF 72 RETROSPOT CAKE CASES,5,1.65,14004,2010-12-10 16:59:56,Netherlands
537228,CHRISTMAS TABLE CLOTH,1,7.95,14004,2010-12-10 16:59:56,Netherlands
537228,CHRISTMAS PLATE SET,3,6.95,14004,2010-12-10 16:59:56,Netherlands
537229,COFFEE MUG BLUE POLKA DOT,1,2.35,14012,2010-12-11 01:44:33,Poland
537229,KEYBOARD,3,39.95,14012,2010-12-11 01:44:33,Poland
537230,M,2,I,14010,2010-12-25 18:51:22,Switzerland
537230,P,4,A,14010,2010-12-25 18:51:22,Switzerland
537230,C,6,O,14010,2010-12-25 18:51:22,Switzerland
537230,P,11,A,14010,2010-12-25 18:51:22,Switzerland
537231,P,6,I,14006,2010-12-28 21:00:30,Portugal
537231,T,2,H,14006,2010-12-28 21:00:30,Portugal
537231,D,3,U,14006,2010-12-28 21:00:30,Portugal
537232,L,6,A,14010,2010-12-30 18:25:49,Switzerland
537232,C,5,U,14010,2010-12-30 18:25:49,Switzerland
537232,C,10,U,14010,2010-12-30 18:25:49,Switzerland
537233,BLENDER,2,49.95,14000,2010-12-25 19:23:23,France
537233,CHRISTMAS CANDLE SET,1,4.95,14000,2010-12-25 19:23:23,France
537233,PACK OF 60 PINK PAISLEY CAKE CASES,7,1.25,14000,2010-12-25 19:23:23,France
537234,T,7,H,13047,2010-12-11 22:41:11,United Kingdom
537234,B,1,E,13047,2010-12-11 22:41:11,United Kingdom
537234,P,1,I,13047,2010-12-11 22:41:11,United Kingdom
537234,D,6,U,13047,2010-12-11 22:41:11,United Kingdom
537235,BEDDING SET DOUBLE,4,39.95,13047,2010-12-21 22:51:51,United Kingdom
537236,C,4,U,17850,2010-12-17 02:42:25,United Kingdom
537236,L,5,A,17850,2010-12-17 02:42:25,United Kingdom
537236,C,1,U,17850,2010-12-17 02:42:25,United Kingdom
537236,R,4,U,17850,2010-12-17 02:42:25,United Kingdom
537237,W,6,O,14006,2010-12-25 22:55:43,Portugal
537237,W,4,O,14006,2010-12-25 22:55:43,Portugal
537238,BLENDER,3,49.95,17850,2010-12-15 20:02:07,United Kingdom
537239,JAM MAKING SET GREEN,4,11.95,14004,2010-12-12 02:18:49,Netherlands
537239,WOODEN FRAME PAINTED GREEN,6,5.95,14004,2010-12-12 02:18:49,Netherlands
537240,LUNCH BAG SUKI DESIGN,2,4.15,17850,2010-12-20 17:22:46,United Kingdom
537241,T,6,O,14000,2010-12-24 18:40:31,France
537241,C,10,O,14000,2010-12-24 18:40:31,France
537241,B,6,L,14000,2010-12-24 18:40:31,France
537241,K,1,E,14000,2010-12-24 18:40:31,France
537242,SET 7 BABUSHKA NESTING BOXES,1,7.65,14004,2010-12-17 17:21:59,Netherlands
537242,JUMBO BAG WOODLAND,4,2.95,14004,2010-12-17 17:21:59,Netherlands
537242,PACK OF 72 BLUE SPOT CAKE CASES,2,1.65,14004,2010-12-17 17:21:59,Netherlands
537242,PRINTER PAPER,3,8.95,14004,2010-12-17 17:21:59,Netherlands
537243,IRON,4,39.95,14007,2010-12-18 00:54:50,Australia
537243,SALT AND PEPPER SET,12,3.95,14007,2010-12-18 00:54:50,Australia
537243,PLASTERS IN TIN CARS,3,1.65,14007,2010-12-18 00:54:50,Australia
537244,WHITE METAL LANTERN,7,3.39,14006,2010-12-22 16:38:25,Portugal
537244,CHRISTMAS LIGHTS SNOWFLAKE,3,3.95,14006,2010-12-22 16:38:25,Portugal
537244,COLOURING PENCILS BROWN TUBE,10,1.25,14006,2010-12-22 16:38:25,Portugal
537245,BOX OF 6 ASSORTED SPACEBOY DESIGNS,12,2.95,14010,2010-12-21 21:06:14,Switzerland
537245,CRAFT KIT,4,19.95,14010,2010-12-21 21:06:14,Switzerland
537246,KNITTED UNION FLAG HOT WATER BOTTLE,2,3.39,14007,2010-12-15 02:38:21,Australia
537246,WOODEN FRAME BLACK,6,5.95,14007,2010-12-15 02:38:21,Australia
537246,METAL HOOK RACK 5 HOOKS WHITE,5,2.95,14007,2010-12-15 02:38:21,Australia
537246,WOODEN FRAME NATURAL,6,5.95,14007,2010-12-15 02:38:21,Australia
537247,STORAGE CABINET,5,89.95,14004,2010-12-09 22:02:42,Netherlands
537247,WOODEN FRAME NATURAL,3,5.95,14004,2010-12-09 22:02:42,Netherlands
537247,PACK OF 12 COLOURED PENCILS,4,1.45,14004,2010-12-09 22:02:42,Netherlands
537247,COLOURING PENCILS BROWN TUBE,1,1.25,14004,2010-12-09 22:02:42,Netherlands
537248,SET OF 4 KNICK KNACK TINS,4,3.25,14000,2010-12-21 01:10:39,France
537249,CHRISTMAS CANDLE SET,2,4.95,14001,2010-12-14 00:08:24,Germany
537250,FLOOR LAMP,5,39.95,14007,2010-12-10 18:55:10,Australia
537250,CHRISTMAS LIGHTS SNOWFLAKE,6,3.95,14007,2010-12-10 18:55:10,Australia
537250,WOODEN FRAME PAINTED BLACK,6,5.95,14007,2010-12-10 18:55:10,Australia
537250,PLASTERS IN TIN CARS,6,1.65,14007,2010-12-10 18:55:10,Australia
537251,T,3,H,14010,2010-12-21 21:32:34,Switzerland
537251,P,1,I,14010,2010-12-21 21:32:34,Switzerland
537251,D,3,U,14010,2010-12-21 21:32:34,Switzerland
537251,B,6,E,14010,2010-12-21 21:32:34,Switzerland
537252,JUMBO BAG SUKI,10,1.95,14000,2010-12-22 17:24:37,France
537252,PHONE CASE,1,14.95,14000,2010-12-22 17:24:37,France
537252,HAND WARMER UNION JACK,6,1.85,14000,2010-12-22 17:24:37,France
537252,PEN SET,1,4.95,14000,2010-12-22 17:24:37,France
537253,SET 7 BABUSHKA NESTING BOXES,5,7.65,14003,2010-12-20 19:10:36,Italy
537253,BLENDER,2,49.95,14003,2010-12-20 19:10:36,Italy
537253,BLUETOOTH SPEAKER,6,49.95,14003,2010-12-20 19:10:36,Italy
537254,J,4,A,14011,2010-12-08 18:30:59,Austria
537254,S,10,E,14011,2010-12-08 18:30:59,Austria
537254,J,2,A,14011,2010-12-08 18:30:59,Austria
537254,S,4,E,14011,2010-12-08 18:30:59,Austria
537255,PACK OF 60 BLUE PAISLEY CAKE CASES,1,1.25,14006,2010-12-21 17:51:38,Portugal
537255,GLASS SET,1,7.95,14006,2010-12-21 17:51:38,Portugal
537256,CHRISTMAS LIGHTS ICICLE,6,3.95,14008,2010-12-22 22:55:33,United Kingdom
537257,JAM MAKING SET RED,6,11.95,14006,2010-12-05 01:41:34,Portugal
537258,CHRISTMAS PLATE SET,5,6.95,14010,2010-12-02 21:25:45,Switzerland
537258,COFFEE MUG DOLLY GIRL,1,2.35,14010,2010-12-02 21:25:45,Switzerland
537258,SET/6 RED SPOTTY PAPER PLATES,3,1.25,14010,2010-12-02 21:25:45,Switzerland
537258,LUNCH BAG RED RETROSPOT,3,4.15,14010,2010-12-02 21:25:45,Switzerland
537259,S,3,E,14000,2010-12-30 19:50:30,France
537259,J,6,U,14000,2010-12-30 19:50:30,France
537259,L,4,U,14000,2010-12-30 19:50:30,France
537260,L,6,U,14009,2010-12-10 01:17:38,Ireland
537261,MONITOR STAND,12,29.95,14007,2010-12-12 20:19:45,Australia
537261,TEA SET,2,12.95,14007,2010-12-12 20:19:45,Australia
537261,TRAVEL PILLOW,5,9.95,14007,2010-12-12 20:19:45,Australia
537262,L,3,U,14011,2010-12-13 20:40:14,Austria
537263,LUNCH BAG SPACEBOY,3,4.95,14003,2010-12-25 00:47:55,Italy
537263,WOODEN FRAME NATURAL,4,5.95,14003,2010-12-25 00:47:55,Italy
537263,POWER BANK,4,29.95,14003,2010-12-25 00:47:55,Italy
537263,LUNCH BAG BLACK SKULL,5,4.15,14003,2010-12-25 00:47:55,Italy
537263,KETTLE,4,29.95,14003,2010-12-25 00:47:55,Italy
537264,LUNCH BAG PINK POLKA DOT,6,4.15,14012,2010-12-13 16:42:04,Poland
537264,SET OF 6 HERB TINS,6,4.95,14012,2010-12-13 16:42:04,Poland
537265,PLASTERS IN TIN BLUE SPOTS,1,1.65,14001,2010-12-12 23:29:36,Germany
537265,MINI PAINT SET VINTAGE,5,0.65,14001,2010-12-12 23:29:36,Germany
537265,WOODEN FRAME PAINTED PINK,9,5.95,14001,2010-12-12 23:29:36,Germany
537265,MOUSE PAD,6,7.95,14001,2010-12-12 23:29:36,Germany
537265,HAND WARMER RED POLKA DOT,1,1.85,14001,2010-12-12 23:29:36,Germany
537266,G,10,L,14010,2010-12-02 23:36:33,Switzerland
537266,W,5,H,14010,2010-12-02 23:36:33,Switzerland
537266,T,4,E,14010,2010-12-02 23:36:33,Switzerland
537267,PLASTERS IN TIN BLUE SPOTS,5,1.65,14009,2010-12-27 17:57:57,Ireland
537267,PACK OF 60 BLUE PAISLEY CAKE CASES,1,1.25,14009,2010-12-27 17:57:57,Ireland
537268,S,10,U,14006,2010-12-29 16:20:50,Portugal
537268,C,8,O,14006,2010-12-29 16:20:50,Portugal
537268,C,1,O,14006,2010-12-29 16:20:50,Portugal
537268,T,1,E,14006,2010-12-29 16:20:50,Portugal
537269,BOWL SET,5,8.95,14009,2010-12-29 23:49:41,Ireland
537269,WHITE HANGING HEART T-LIGHT HOLDER,11,2.55,14009,2010-12-29 23:49:41,Ireland
537269,PACK OF 72 RED SPOT CAKE CASES,9,1.65,14009,2010-12-29 23:49:41,Ireland
537270,SET OF 6 SPICE TINS VINTAGE,6,4.95,14005,2010-12-17 20:41:19,Belgium
537270,TRAVEL BLANKET,2,14.95,14005,2010-12-17 20:41:19,Belgium
537270,STORAGE CABINET,3,89.95,14005,2010-12-17 20:41:19,Belgium
537271,SET/20 RED RETROSPOT PAPER NAPKINS,5,1.65,14012,2010-12-17 23:31:10,Poland
537271,COFFEE SET,2,14.95,14012,2010-12-17 23:31:10,Poland
537271,WOODEN FRAME BLACK,2,5.95,14012,2010-12-17 23:31:10,Poland
537272,CRAFT KIT,3,19.95,14001,2010-12-11 00:19:20,Germany
537272,COLOURING PENCILS BROWN TUBE,7,1.25,14001,2010-12-11 00:19:20,Germany
537272,IRON,2,39.95,14001,2010-12-11 00:19:20,Germany
537273,TONER CARTRIDGE,3,49.95,14007,2010-12-22 18:20:33,Australia
537273,SET OF 6 SPICE TINS PANTRY DESIGN,3,4.95,14007,2010-12-22 18:20:33,Australia
537273,PLASTERS IN TIN BLUE SPOTS,3,1.65,14007,2010-12-22 18:20:33,Australia
537273,SET OF 12 HEART SHAPED DOILIES,3,0.85,14007,2010-12-22 18:20:33,Australia
537274,B,3,E,14005,2010-12-10 22:36:25,Belgium
537274,P,12,I,14005,2010-12-10 22:36:25,Belgium
537274,D,11,U,14005,2010-12-10 22:36:25,Belgium
537274,T,3,H,14005,2010-12-10 22:36:25,Belgium
537275,MINI PAINT SET VINTAGE,1,0.65,14011,2010-12-12 16:20:27,Austria
537275,PLASTERS IN TIN CARS,3,1.65,14011,2010-12-12 16:20:27,Austria
537275,PEN SET,4,4.95,14011,2010-12-12 16:20:27,Austria
537275,BATH TOWEL,5,12.95,14011,2010-12-12 16:20:27,Austria
537275,TEA SET,1,12.95,14011,2010-12-12 16:20:27,Austria
537276,B,6,E,14010,2010-12-22 22:44:58,Switzerland
537276,T,3,H,14010,2010-12-22 22:44:58,Switzerland
537276,D,3,U,14010,2010-12-22 22:44:58,Switzerland
537276,P,1,I,14010,2010-12-22 22:44:58,Switzerland
537277,MINI PAINT SET VINTAGE,5,0.65,14003,2010-12-25 22:52:09,Italy
537277,STORAGE CABINET,3,89.95,14003,2010-12-25 22:52:09,Italy
537277,PACK OF 12 GLITTER PENCILS,3,1.95,14003,2010-12-25 22:52:09,Italy
537277,TEA SET,2,12.95,14003,2010-12-25 22:52:09,Italy
537277,PACK OF 60 BLUE PAISLEY CAKE CASES,1,1.25,14003,2010-12-25 22:52:09,Italy
537278,JUMBO BAG WOODLAND,4,2.95,14011,2010-12-26 21:54:23,Austria
537278,METAL HOOK RACK 5 HOOKS BLACK,2,2.95,14011,2010-12-26 21:54:23,Austria
537279,S,5,U,14008,2010-12-23 20:16:38,United Kingdom
537279,C,9,O,14008,2010-12-23 20:16:38,United Kingdom
537279,T,5,E,14008,2010-12-23 20:16:38,United Kingdom
537279,C,1,O,14008,2010-12-23 20:16:38,United Kingdom
537280,PACK OF 60 PINK PAISLEY CAKE CASES,5,1.25,14006,2010-12-28 21:50:34,Portugal
537281,WINE GLASS SET,6,10.95,14010,2010-12-05 00:10:51,Switzerland
537281,CRAFT KIT,3,19.95,14010,2010-12-05 00:10:51,Switzerland
537281,EARPHONES,6,19.95,14010,2010-12-05 00:10:51,Switzerland
537281,JUMBO BAG SUKI,6,1.95,14010,2010-12-05 00:10:51,Switzerland
537282,SET 7 BABUSHKA NESTING BOXES,7,7.65,13047,2010-12-07 02:36:21,United Kingdom
537282,CHRISTMAS WREATH,4,8.95,13047,2010-12-07 02:36:21,United Kingdom
537282,VACUUM CLEANER,2,99.95,13047,2010-12-07 02:36:21,United Kingdom
537282,JAM MAKING SET GREEN,4,11.95,13047,2010-12-07 02:36:21,United Kingdom
537283,P,1,L,14007,2010-12-22 21:34:29,Australia
537283,P,10,L,14007,2010-12-22 21:34:29,Australia
537283,P,1,L,14007,2010-12-22 21:34:29,Australia
537283,M,5,I,14007,2010-12-22 21:34:29,Australia
537284,C,3,H,14003,2010-12-31 17:20:55,Italy
537284,C,4,H,14003,2010-12-31 17:20:55,Italy
537284,C,1,H,14003,2010-12-31 17:20:55,Italy
537285,C,2,H,14000,2010-12-29 23:07:53,France
537285,C,5,H,14000,2010-12-29 23:07:53,France
537285,C,1,H,14000,2010-12-29 23:07:53,France
537285,C,5,H,14000,2010-12-29 23:07:53,France
537286,V,2,A,14012,2010-12-20 00:07:10,Poland
537286,L,3,A,14012,2010-12-20 00:07:10,Poland
537286,I,5,R,14012,2010-12-20 00:07:10,Poland
537286,I,8,R,14012,2010-12-20 00:07:10,Poland
537287,WOODEN FRAME PAINTED BLUE,6,5.95,17850,2010-12-01 22:51:26,United Kingdom
537287,STRING OF CHRISTMAS LIGHTS,6,2.95,17850,2010-12-01 22:51:26,United Kingdom
537287,BOX OF 6 ASSORTED SPACEBOY DESIGNS,11,2.95,17850,2010-12-01 22:51:26,United Kingdom
537288,REGENCY CAKESTAND 3 TIER,2,15.95,14010,2010-12-13 23:01:17,Switzerland
537289,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,4.25,14007,2010-12-01 18:33:09,Australia
537290,LUNCH BAG SUKI DESIGN,2,4.15,14011,2010-12-25 02:18:23,Austria
537290,DUVET COVER,1,19.95,14011,2010-12-25 02:18:23,Austria
537290,LUNCH BAG PINK POLKA DOT,3,4.15,14011,2010-12-25 02:18:23,Austria
537290,UMBRELLA,3,12.95,14011,2010-12-25 02:18:23,Austria
537291,P,3,A,14012,2010-12-27 20:39:20,Poland
537292,LUNCH BAG WOODLAND,4,4.95,14012,2010-12-14 16:34:24,Poland
537292,SET/6 RED SPOTTY PAPER CUPS,2,1.25,14012,2010-12-14 16:34:24,Poland
537293,SEWING MACHINE,8,149.95,13047,2010-12-31 23:29:26,United Kingdom
537293,CHARGER,3,19.95,13047,2010-12-31 23:29:26,United Kingdom
537294,OIL AND VINEGAR SET,5,5.95,14000,2010-12-12 02:34:23,France
537295,L,1,U,14001,2010-12-05 19:32:08,Germany
537295,J,5,U,14001,2010-12-05 19:32:08,Germany
537295,L,11,U,14001,2010-12-05 19:32:08,Germany
537295,S,6,E,14001,2010-12-05 19:32:08,Germany
537296,METAL HOOK RACK 3 HOOKS WHITE,2,1.95,14005,2010-12-23 01:33:33,Belgium
537296,CHRISTMAS TABLE RUNNER,1,5.95,14005,2010-12-23 01:33:33,Belgium
537297,REGENCY CAKESTAND 3 TIER,2,15.95,14009,2010-12-29 22:40:03,Ireland
537298,GLUE STICK,2,2.95,14000,2010-12-13 21:00:36,France
537298,VACUUM CLEANER,3,99.95,14000,2010-12-13 21:00:36,France
537299,METAL HOOK RACK 3 HOOKS CHROME,4,2.95,14006,2010-12-15 17:47:17,Portugal
537299,JUMBO BAG WOODLAND,4,2.95,14006,2010-12-15 17:47:17,Portugal
537299,PACK OF 72 BLUE SPOT CAKE CASES,6,1.65,14006,2010-12-15 17:47:17,Portugal
537300,TABLE LAMP,4,24.95,14011,2010-12-12 00:16:04,Austria
537301,P,5,L,14005,2010-12-27 17:07:35,Belgium
537301,P,9,L,14005,2010-12-27 17:07:35,Belgium
537301,M,11,I,14005,2010-12-27 17:07:35,Belgium
537301,P,1,L,14005,2010-12-27 17:07:35,Belgium
537302,RUG SMALL,9,19.95,14001,2010-12-24 21:33:38,Germany
537302,SET OF 3 CAKE TINS PANTRY DESIGN,3,6.95,14001,2010-12-24 21:33:38,Germany
537302,CUSHION SET,3,19.95,14001,2010-12-24 21:33:38,Germany
537302,WOODEN FRAME PAINTED BLUE,5,5.95,14001,2010-12-24 21:33:38,Germany
537302,LAMP SHADE,12,12.95,14001,2010-12-24 21:33:38,Germany
537303,D,4,U,14000,2010-12-19 01:27:54,France
537303,P,6,I,14000,2010-12-19 01:27:54,France
537303,T,1,H,14000,2010-12-19 01:27:54,France
537304,BOX OF 6 ASSORTED ALPHABET BLOCKS,8,4.95,13047,2010-12-10 00:42:19,United Kingdom
537304,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,4.25,13047,2010-12-10 00:42:19,United Kingdom
537304,CHRISTMAS LIGHTS STAR,2,3.95,13047,2010-12-10 00:42:19,United Kingdom
537305,SET OF 6 SPICE TINS VINTAGE,1,4.95,14008,2010-12-14 22:37:12,United Kingdom
537305,COFFEE MUG ORANGE DESIGN,5,2.35,14008,2010-12-14 22:37:12,United Kingdom
537306,CHARGER,5,19.95,14008,2010-12-05 19:28:09,United Kingdom
537307,LAMP SHADE,4,12.95,14006,2010-12-05 02:38:30,Portugal
537308,W,6,O,14000,2010-12-03 21:56:17,France
537308,W,4,O,14000,2010-12-03 21:56:17,France
537308,W,2,O,14000,2010-12-03 21:56:17,France
537308,S,1,E,14000,2010-12-03 21:56:17,France
537309,TAPE DISPENSER,2,4.95,14009,2010-12-21 01:55:23,Ireland
537309,CHRISTMAS CUP SET,3,4.95,14009,2010-12-21 01:55:23,Ireland
537309,CHRISTMAS TABLE CLOTH,6,7.95,14009,2010-12-21 01:55:23,Ireland
537310,WOODEN FRAME PAINTED GREEN,8,5.95,14002,2010-12-29 20:40:32,Spain
537310,PACK OF 12 COLOURED PENCILS,8,1.45,14002,2010-12-29 20:40:32,Spain
537310,KNITTED UNION FLAG HOT WATER BOTTLE,7,3.39,14002,2010-12-29 20:40:32,Spain
537311,CHRISTMAS CRAFT KIT,2,3.95,14008,2010-12-09 17:49:52,United Kingdom
537311,SEWING KIT,6,14.95,14008,2010-12-09 17:49:52,United Kingdom
537311,DUVET COVER,5,19.95,14008,2010-12-09 17:49:52,United Kingdom
537311,MOUSE PAD,4,7.95,14008,2010-12-09 17:49:52,United Kingdom
537311,CHRISTMAS DECORATION SET,6,4.95,14008,2010-12-09 17:49:52,United Kingdom
537312,HEADPHONES,5,39.95,14009,2010-12-30 01:26:52,Ireland
537312,TEA SET,7,12.95,14009,2010-12-30 01:26:52,Ireland
537312,CUP AND SAUCER SET,6,11.95,14009,2010-12-30 01:26:52,Ireland
537313,USB CABLE SET,1,8.95,14009,2010-12-25 22:42:58,Ireland
537314,WOODEN FRAME PAINTED GREEN,2,5.95,14002,2010-12-30 22:51:01,Spain
537314,TRAVEL BAG,1,19.95,14002,2010-12-30 22:51:01,Spain
537314,WOODEN FRAME NATURAL,6,5.95,14002,2010-12-30 22:51:01,Spain
537315,CHRISTMAS WREATH,1,8.95,14008,2010-12-09 18:13:35,United Kingdom
537315,WOODEN FRAME PAINTED WHITE,5,5.95,14008,2010-12-09 18:13:35,United Kingdom
537315,LUNCH BAG SUKI DESIGN,2,4.15,14008,2010-12-09 18:13:35,United Kingdom
537316,SCISSORS,7,3.95,14003,2010-12-27 20:06:58,Italy
537316,HAND TOWEL SET,12,10.95,14003,2010-12-27 20:06:58,Italy
537316,CHARGER,3,19.95,14003,2010-12-27 20:06:58,Italy
537317,JUMBO BAG SUKI,5,1.95,14010,2010-12-15 21:48:10,Switzerland
537318,L,2,U,14009,2010-12-22 00:18:48,Ireland
537318,L,5,U,14009,2010-12-22 00:18:48,Ireland
537318,J,2,U,14009,2010-12-22 00:18:48,Ireland
537318,S,1,E,14009,2010-12-22 00:18:48,Ireland
537319,COFFEE SET,3,14.95,14011,2010-12-31 20:39:36,Austria
537319,WOODEN FRAME ANTIQUE WHITE,3,5.95,14011,2010-12-31 20:39:36,Austria
537320,C,4,O,17850,2010-12-16 19:53:44,United Kingdom
537320,T,5,E,17850,2010-12-16 19:53:44,United Kingdom
537320,R,4,E,17850,2010-12-16 19:53:44,United Kingdom
537320,C,5,E,17850,2010-12-16 19:53:44,United Kingdom
537321,CHRISTMAS BAUBLE SET,3,2.95,14007,2010-12-07 22:11:54,Australia
537321,SET OF 12 ROUND PAPER DOILIES,3,0.85,14007,2010-12-07 22:11:54,Australia
537321,OFFICE CHAIR,2,149.95,14007,2010-12-07 22:11:54,Australia
537321,WOODEN FRAME PAINTED PINK,3,5.95,14007,2010-12-07 22:11:54,Australia
537322,HAIRDRYER,3,29.95,13047,2010-12-31 18:20:55,United Kingdom
537322,COFFEE MUG PINK POLKA DOT,10,2.35,13047,2010-12-31 18:20:55,United Kingdom
537322,SET/20 RED RETROSPOT PAPER NAPKINS,6,1.65,13047,2010-12-31 18:20:55,United Kingdom
537322,BEDDING SET DOUBLE,6,39.95,13047,2010-12-31 18:20:55,United Kingdom
537322,DESK MAT,2,14.95,13047,2010-12-31 18:20:55,United Kingdom
537323,CHRISTMAS MUG SET,5,5.95,14005,2010-12-10 01:53:03,Belgium
537323,BOX OF 6 ASSORTED SPACEBOY DESIGNS,3,2.95,14005,2010-12-10 01:53:03,Belgium
537323,LUNCH BAG SPACEBOY,6,4.95,14005,2010-12-10 01:53:03,Belgium
537323,SET 7 BABUSHKA NESTING BOXES,11,7.65,14005,2010-12-10 01:53:03,Belgium
537324,BATHROOM MAT,8,8.95,14003,2010-12-03 20:36:16,Italy
537324,CHRISTMAS CUP SET,6,4.95,14003,2010-12-03 20:36:16,Italy
537324,OFFICE CHAIR,3,149.95,14003,2010-12-03 20:36:16,Italy
537324,COFFEE MUG GREEN POLKA DOT,9,2.35,14003,2010-12-03 20:36:16,Italy
537324,CHRISTMAS CANDLE SET,2,4.95,14003,2010-12-03 20:36:16,Italy
537325,MONITOR STAND,5,29.95,14010,2010-12-19 02:37:20,Switzerland
537326,PACK OF 60 GREEN PAISLEY CAKE CASES,2,1.25,13047,2010-12-25 17:39:04,United Kingdom
537326,BLENDER,1,49.95,13047,2010-12-25 17:39:04,United Kingdom
537327,T,2,H,14008,2010-12-30 23:46:07,United Kingdom
537327,P,2,I,14008,2010-12-30 23:46:07,United Kingdom
537327,D,6,U,14008,2010-12-30 23:46:07,United Kingdom
537328,P,1,I,14000,2010-12-23 22:56:16,France
537328,B,1,E,14000,2010-12-23 22:56:16,France
537328,T,1,H,14000,2010-12-23 22:56:16,France
537328,D,1,U,14000,2010-12-23 22:56:16,France
537329,METAL HOOK RACK 3 HOOKS WHITE,1,1.95,14008,2010-12-12 17:10:00,United Kingdom
537330,PHONE CASE,5,14.95,14010,2010-12-30 01:36:23,Switzerland
537330,PEN SET,6,4.95,14010,2010-12-30 01:36:23,Switzerland
537331,OFFICE CHAIR,4,149.95,13047,2010-12-29 02:58:09,United Kingdom
537331,JUMBO BAG PINK POLKA DOT,1,1.95,13047,2010-12-29 02:58:09,United Kingdom
537331,BEDDING SET DOUBLE,1,39.95,13047,2010-12-29 02:58:09,United Kingdom
537331,LUNCH BAG PINK POLKA DOT,3,4.15,13047,2010-12-29 02:58:09,United Kingdom
537332,HAND TOWEL SET,3,10.95,14012,2010-12-10 17:22:43,Poland
537333,COFFEE MUG APPLES DESIGN,3,2.35,14007,2010-12-30 21:29:59,Australia
537333,UMBRELLA,8,12.95,14007,2010-12-30 21:29:59,Australia
537333,BOOKSHELF,7,49.95,14007,2010-12-30 21:29:59,Australia
537333,BOX OF 6 ASSORTED SPACEBOY DESIGNS,1,2.95,14007,2010-12-30 21:29:59,Australia
537334,SET/6 RED SPOTTY PAPER CUPS,5,1.25,14012,2010-12-30 23:51:53,Poland
537334,CURTAIN SET,6,24.95,14012,2010-12-30 23:51:53,Poland
537334,JUMBO BAG RED RETROSPOT,4,1.95,14012,2010-12-30 23:51:53,Poland
537334,KEYBOARD,6,39.95,14012,2010-12-30 23:51:53,Poland
537334,BLUETOOTH SPEAKER,6,49.95,14012,2010-12-30 23:51:53,Poland
537335,BATHROOM MAT,2,8.95,14000,2010-12-15 19:18:40,France
537336,PLASTIC STORAGE BOX,1,4.95,14003,2010-12-18 23:39:24,Italy
537336,PAPER CLIPS,2,1.95,14003,2010-12-18 23:39:24,Italy
537336,PAPER CHAIN KIT 50'S CHRISTMAS,5,3.25,14003,2010-12-18 23:39:24,Italy
537337,HAND WARMER UNION JACK,5,1.85,14009,2010-12-30 01:34:11,Ireland
537337,SET OF 3 CAKE TINS PANTRY DESIGN,11,6.95,14009,2010-12-30 01:34:11,Ireland
537337,JAM MAKING SET PINK,6,11.95,14009,2010-12-30 01:34:11,Ireland
537337,CHRISTMAS TREE DECORATION,2,0.95,14009,2010-12-30 01:34:11,Ireland
537337,JUMBO BAG SUKI,6,1.95,14009,2010-12-30 01:34:11,Ireland
537338,BOX OF 6 DINOSAUR DESIGNS,5,2.95,14009,2010-12-02 19:06:29,Ireland
537338,MONITOR STAND,1,29.95,14009,2010-12-02 19:06:29,Ireland
